datetime,open,high,low,close
2025-01-31 10:35:00,1.03785,1.03823,1.03733,1.03804
2025-01-31 10:30:00,1.03754,1.03792,1.03716,1.03786
2025-01-31 10:25:00,1.03694,1.0376,1.03689,1.03747
2025-01-31 10:20:00,1.03681,1.03704,1.03634,1.03692
2025-01-31 10:15:00,1.03707,1.03713,1.03666,1.0368
2025-01-31 10:10:00,1.03644,1.0371,1.03636,1.03698
2025-01-31 10:05:00,1.03611,1.03657,1.03604,1.03641
2025-01-31 10:00:00,1.03689,1.03695,1.03601,1.03611
2025-01-31 09:55:00,1.0374,1.0376,1.03678,1.03688
2025-01-31 09:50:00,1.03746,1.03785,1.03724,1.03745
2025-01-31 09:45:00,1.03716,1.03758,1.0369,1.03747
2025-01-31 09:40:00,1.03696,1.03729,1.03678,1.03706
2025-01-31 09:35:00,1.03703,1.03747,1.03676,1.03698
2025-01-31 09:30:00,1.0375,1.03759,1.03688,1.03701
2025-01-31 09:25:00,1.03737,1.0377,1.03732,1.03752
2025-01-31 09:20:00,1.03721,1.03761,1.03717,1.0374
2025-01-31 09:15:00,1.03702,1.03726,1.0366,1.03709
2025-01-31 09:10:00,1.0376,1.03764,1.03672,1.037
2025-01-31 09:05:00,1.03798,1.03806,1.03738,1.03761
2025-01-31 09:00:00,1.03825,1.0383,1.0378,1.038
2025-01-31 08:55:00,1.03823,1.03844,1.03797,1.03824
2025-01-31 08:50:00,1.03805,1.03841,1.03769,1.03826
2025-01-31 08:45:00,1.03809,1.03835,1.03766,1.03799
2025-01-31 08:40:00,1.0384,1.03847,1.03786,1.03808
2025-01-31 08:35:00,1.03829,1.03869,1.03779,1.03841
2025-01-31 08:30:00,1.03886,1.03925,1.03801,1.03827
2025-01-31 08:25:00,1.03866,1.03913,1.03857,1.03895
2025-01-31 08:20:00,1.03932,1.03936,1.03861,1.03869
2025-01-31 08:15:00,1.03939,1.03957,1.03901,1.0393
2025-01-31 08:10:00,1.03927,1.03955,1.03915,1.03936
2025-01-31 08:05:00,1.03858,1.03941,1.03845,1.03931
2025-01-31 08:00:00,1.03828,1.03879,1.03813,1.03866
2025-01-31 07:55:00,1.03815,1.03847,1.0381,1.03828
2025-01-31 07:50:00,1.03806,1.03818,1.03774,1.03809
2025-01-31 07:45:00,1.03825,1.03838,1.038,1.03807
2025-01-31 07:40:00,1.03797,1.03829,1.03783,1.03825
2025-01-31 07:35:00,1.03802,1.03839,1.0379,1.03798
2025-01-31 07:30:00,1.03822,1.03842,1.03796,1.03801
2025-01-31 07:25:00,1.03839,1.03862,1.03811,1.0382
2025-01-31 07:20:00,1.03806,1.03849,1.03802,1.03841
2025-01-31 07:15:00,1.03759,1.03808,1.03754,1.038
2025-01-31 07:10:00,1.03781,1.03794,1.03743,1.03756
2025-01-31 07:05:00,1.03783,1.03813,1.03763,1.03778
2025-01-31 07:00:00,1.0376,1.03795,1.03755,1.03782
2025-01-31 06:55:00,1.03741,1.03781,1.03718,1.0376
2025-01-31 06:50:00,1.03751,1.03764,1.03733,1.03743
2025-01-31 06:45:00,1.03778,1.03785,1.03736,1.03751
2025-01-31 06:40:00,1.03783,1.03796,1.03766,1.03777
2025-01-31 06:35:00,1.03758,1.03792,1.03745,1.03782
2025-01-31 06:30:00,1.0376,1.0377,1.03733,1.03761
2025-01-31 06:25:00,1.03733,1.03768,1.03724,1.03757
2025-01-31 06:20:00,1.03792,1.03798,1.03722,1.0373
2025-01-31 06:15:00,1.03785,1.03804,1.03771,1.03791
2025-01-31 06:10:00,1.03791,1.03796,1.03772,1.03784
2025-01-31 06:05:00,1.03771,1.03805,1.0376,1.0379
2025-01-31 06:00:00,1.0377,1.03773,1.03741,1.0377
2025-01-31 05:55:00,1.03794,1.03798,1.03746,1.03764
2025-01-31 05:50:00,1.03795,1.038,1.03767,1.03795
2025-01-31 05:45:00,1.03804,1.03824,1.03781,1.03792
2025-01-31 05:40:00,1.0379,1.03808,1.03753,1.03801
2025-01-31 05:35:00,1.03824,1.03827,1.03773,1.03789
2025-01-31 05:30:00,1.03822,1.0384,1.0381,1.03826
2025-01-31 05:25:00,1.03829,1.03845,1.03818,1.03829
2025-01-31 05:20:00,1.03787,1.03832,1.03778,1.03826
2025-01-31 05:15:00,1.0376,1.03797,1.03735,1.03785
2025-01-31 05:10:00,1.03818,1.03821,1.03744,1.03759
2025-01-31 05:05:00,1.03826,1.03839,1.03795,1.0382
2025-01-31 05:00:00,1.03835,1.0384,1.03781,1.03824
2025-01-31 04:55:00,1.03816,1.03855,1.03807,1.03836
2025-01-31 04:50:00,1.03774,1.03825,1.03746,1.03813
2025-01-31 04:45:00,1.03777,1.03795,1.0375,1.03775
2025-01-31 04:40:00,1.03771,1.03828,1.03759,1.03776
2025-01-31 04:35:00,1.03723,1.03778,1.03718,1.03771
2025-01-31 04:30:00,1.03676,1.03724,1.03658,1.0372
2025-01-31 04:25:00,1.03693,1.03711,1.03675,1.03679
2025-01-31 04:20:00,1.03723,1.03727,1.03657,1.03692
2025-01-31 04:15:00,1.03724,1.03744,1.03672,1.03723
2025-01-31 04:10:00,1.03773,1.03802,1.03711,1.0372
2025-01-31 04:05:00,1.03692,1.03781,1.03673,1.03764
2025-01-31 04:00:00,1.03842,1.03858,1.03651,1.03697
2025-01-31 03:55:00,1.0385,1.03881,1.03821,1.03844
2025-01-31 03:50:00,1.03875,1.03887,1.03803,1.03849
2025-01-31 03:45:00,1.0387,1.03899,1.03849,1.03877
2025-01-31 03:40:00,1.03859,1.0389,1.03848,1.0387
2025-01-31 03:35:00,1.03868,1.0389,1.03852,1.03864
2025-01-31 03:30:00,1.03915,1.03924,1.03864,1.03872
2025-01-31 03:25:00,1.0393,1.0395,1.03904,1.0392
2025-01-31 03:20:00,1.0394,1.03965,1.03904,1.0393
2025-01-31 03:15:00,1.03993,1.03998,1.03933,1.03946
2025-01-31 03:10:00,1.03977,1.04003,1.03933,1.0399
2025-01-31 03:05:00,1.04042,1.04049,1.03959,1.03978
2025-01-31 03:00:00,1.04042,1.04073,1.04022,1.04042
2025-01-31 02:55:00,1.04019,1.04068,1.04009,1.04042
2025-01-31 02:50:00,1.04024,1.04031,1.03964,1.0402
2025-01-31 02:45:00,1.04109,1.0412,1.04016,1.04022
2025-01-31 02:40:00,1.04103,1.04129,1.04081,1.04117
2025-01-31 02:35:00,1.04079,1.04133,1.04074,1.04108
2025-01-31 02:30:00,1.04039,1.04091,1.04035,1.0408
2025-01-31 02:25:00,1.04036,1.04047,1.04007,1.04039
2025-01-31 02:20:00,1.03979,1.04048,1.03973,1.0404
2025-01-31 02:15:00,1.03984,1.04009,1.03966,1.03976
2025-01-31 02:10:00,1.03973,1.04004,1.03946,1.03983
2025-01-31 02:05:00,1.03971,1.04012,1.03966,1.03979
2025-01-31 02:00:00,1.03944,1.03973,1.03912,1.0396
2025-01-31 01:55:00,1.03937,1.03952,1.03922,1.03946
2025-01-31 01:50:00,1.03951,1.03958,1.03926,1.03937
2025-01-31 01:45:00,1.03941,1.03959,1.03928,1.03954
2025-01-31 01:40:00,1.03938,1.03947,1.03926,1.03936
2025-01-31 01:35:00,1.03917,1.03944,1.03907,1.0394
2025-01-31 01:30:00,1.03907,1.03933,1.03903,1.03916
2025-01-31 01:25:00,1.03889,1.03912,1.03871,1.03907
2025-01-31 01:20:00,1.03883,1.03906,1.03879,1.03892
2025-01-31 01:15:00,1.03889,1.03897,1.03873,1.03883
2025-01-31 01:10:00,1.03888,1.03896,1.03871,1.03887
2025-01-31 01:05:00,1.03887,1.03898,1.0388,1.03891
2025-01-31 01:00:00,1.03889,1.039,1.03875,1.0389
2025-01-31 00:55:00,1.03893,1.03898,1.03864,1.03889
2025-01-31 00:50:00,1.03876,1.03897,1.03866,1.03893
2025-01-31 00:45:00,1.03868,1.03883,1.03861,1.03876
2025-01-31 00:40:00,1.0387,1.03877,1.03855,1.03868
2025-01-31 00:35:00,1.03855,1.03877,1.03843,1.03864
2025-01-31 00:30:00,1.03873,1.03878,1.0385,1.03853
2025-01-31 00:25:00,1.03876,1.03881,1.03865,1.0388
2025-01-31 00:20:00,1.03896,1.03903,1.0387,1.0388
2025-01-31 00:15:00,1.03894,1.039,1.03879,1.03895
2025-01-31 00:10:00,1.03899,1.03906,1.03886,1.03895
2025-01-31 00:05:00,1.03902,1.03912,1.03894,1.03899
2025-01-31 00:00:00,1.03873,1.03904,1.03861,1.03899
2025-01-30 23:55:00,1.0387,1.03887,1.03862,1.03876
2025-01-30 23:50:00,1.03892,1.03903,1.03868,1.03873
2025-01-30 23:45:00,1.03886,1.03903,1.0387,1.03893
2025-01-30 23:40:00,1.03866,1.03892,1.03862,1.03886
2025-01-30 23:35:00,1.03841,1.03868,1.03835,1.03865
2025-01-30 23:30:00,1.03863,1.03867,1.03835,1.03841
2025-01-30 23:25:00,1.03849,1.03868,1.03843,1.03861
2025-01-30 23:20:00,1.03851,1.03856,1.03838,1.03847
2025-01-30 23:15:00,1.0385,1.03858,1.0383,1.03849
2025-01-30 23:10:00,1.03835,1.03855,1.03825,1.03849
2025-01-30 23:05:00,1.03841,1.03851,1.03832,1.03838
2025-01-30 23:00:00,1.03852,1.03856,1.0383,1.03839
2025-01-30 22:55:00,1.03845,1.03856,1.03834,1.03851
2025-01-30 22:50:00,1.03871,1.03878,1.03841,1.03844
2025-01-30 22:45:00,1.03879,1.03887,1.03863,1.0387
2025-01-30 22:40:00,1.03877,1.03887,1.03863,1.03879
2025-01-30 22:35:00,1.03886,1.03894,1.03871,1.03876
2025-01-30 22:30:00,1.0388,1.03898,1.03873,1.03887
2025-01-30 22:25:00,1.03892,1.03901,1.03872,1.03879
2025-01-30 22:20:00,1.03898,1.03909,1.03881,1.03889
2025-01-30 22:15:00,1.03899,1.03919,1.03894,1.03899
2025-01-30 22:10:00,1.03867,1.03904,1.03864,1.039
2025-01-30 22:05:00,1.03867,1.03874,1.0384,1.03866
2025-01-30 22:00:00,1.03896,1.03908,1.03865,1.03871
2025-01-30 21:55:00,1.03934,1.0394,1.03894,1.03897
2025-01-30 21:50:00,1.03917,1.0394,1.03909,1.03933
2025-01-30 21:45:00,1.03932,1.03938,1.03898,1.03918
2025-01-30 21:40:00,1.03916,1.03955,1.03911,1.03932
2025-01-30 21:35:00,1.0392,1.03934,1.03907,1.03916
2025-01-30 21:30:00,1.03905,1.03927,1.03893,1.0392
2025-01-30 21:25:00,1.0393,1.03937,1.03902,1.03909
2025-01-30 21:20:00,1.03925,1.03932,1.03907,1.0393
2025-01-30 21:15:00,1.03905,1.03933,1.03899,1.03924
2025-01-30 21:10:00,1.03872,1.03916,1.03868,1.03905
2025-01-30 21:05:00,1.03909,1.03912,1.03865,1.0387
2025-01-30 21:00:00,1.03887,1.03917,1.03884,1.0391
2025-01-30 20:55:00,1.03874,1.039,1.03864,1.03887
2025-01-30 20:50:00,1.03895,1.039,1.03853,1.03874
2025-01-30 20:45:00,1.03881,1.03909,1.03874,1.03894
2025-01-30 20:40:00,1.03919,1.03924,1.03874,1.03883
2025-01-30 20:35:00,1.03907,1.0393,1.03883,1.03922
2025-01-30 20:30:00,1.03867,1.03919,1.03862,1.03905
2025-01-30 20:25:00,1.03884,1.03904,1.03763,1.03866
2025-01-30 20:20:00,1.03885,1.03901,1.03877,1.03884
2025-01-30 20:15:00,1.03888,1.03896,1.03871,1.03883
2025-01-30 20:10:00,1.03887,1.03901,1.03869,1.03888
2025-01-30 20:05:00,1.0388,1.0392,1.03871,1.03889
2025-01-30 20:00:00,1.03865,1.0389,1.03851,1.03879
2025-01-30 19:55:00,1.03855,1.03879,1.03849,1.03869
2025-01-30 19:50:00,1.03875,1.03896,1.03849,1.03856
2025-01-30 19:45:00,1.03903,1.03911,1.03855,1.03875
2025-01-30 19:40:00,1.03938,1.03943,1.03898,1.03903
2025-01-30 19:35:00,1.03949,1.03955,1.03929,1.03938
2025-01-30 19:30:00,1.03968,1.03982,1.03945,1.03949
2025-01-30 19:25:00,1.03982,1.03986,1.03963,1.03967
2025-01-30 19:20:00,1.03984,1.03992,1.03973,1.03981
2025-01-30 19:15:00,1.03985,1.03995,1.03958,1.03986
2025-01-30 19:10:00,1.04014,1.04026,1.03982,1.03989
2025-01-30 19:05:00,1.03997,1.04028,1.03991,1.04013
2025-01-30 19:00:00,1.03968,1.04008,1.03956,1.03998
2025-01-30 18:55:00,1.03943,1.03986,1.03937,1.03973
2025-01-30 18:50:00,1.03964,1.03969,1.03933,1.03943
2025-01-30 18:45:00,1.03958,1.03974,1.03947,1.03966
2025-01-30 18:40:00,1.03941,1.0397,1.03937,1.0396
2025-01-30 18:35:00,1.03916,1.03949,1.0391,1.03941
2025-01-30 18:30:00,1.03914,1.03923,1.03902,1.03917
2025-01-30 18:25:00,1.03895,1.03921,1.03887,1.03915
2025-01-30 18:20:00,1.03885,1.039,1.03878,1.03894
2025-01-30 18:15:00,1.03869,1.03889,1.03859,1.03886
2025-01-30 18:10:00,1.03881,1.03886,1.03848,1.0387
2025-01-30 18:05:00,1.03886,1.03895,1.03861,1.03882
2025-01-30 18:00:00,1.03881,1.03911,1.03859,1.03887
2025-01-30 17:55:00,1.03868,1.03904,1.03851,1.0388
2025-01-30 17:50:00,1.03867,1.03888,1.03844,1.03869
2025-01-30 17:45:00,1.03882,1.03909,1.03845,1.03865
2025-01-30 17:40:00,1.03887,1.03915,1.03851,1.03881
2025-01-30 17:35:00,1.03896,1.03927,1.03862,1.03889
2025-01-30 17:30:00,1.03902,1.03938,1.03856,1.03898
2025-01-30 17:25:00,1.03922,1.03957,1.03866,1.03901
2025-01-30 17:20:00,1.03931,1.03972,1.03882,1.03923
2025-01-30 17:15:00,1.03919,1.03964,1.03882,1.03928
2025-01-30 17:10:00,1.0391,1.03969,1.03869,1.0392
2025-01-30 17:05:00,1.03959,1.03999,1.03869,1.0391
2025-01-30 17:00:00,1.03931,1.03994,1.03895,1.03961
2025-01-30 16:55:00,1.03925,1.03956,1.03874,1.03912
2025-01-30 16:50:00,1.0395,1.03964,1.03915,1.03924
2025-01-30 16:45:00,1.03928,1.03959,1.03906,1.03949
2025-01-30 16:40:00,1.03936,1.03947,1.03886,1.03923
2025-01-30 16:35:00,1.03946,1.03954,1.039,1.03939
2025-01-30 16:30:00,1.03928,1.0397,1.03923,1.03945
2025-01-30 16:25:00,1.03926,1.03939,1.03895,1.03928
2025-01-30 16:20:00,1.03972,1.03986,1.0392,1.03925
2025-01-30 16:15:00,1.03948,1.03981,1.03908,1.03971
2025-01-30 16:10:00,1.03892,1.03974,1.03866,1.03946
2025-01-30 16:05:00,1.04106,1.04123,1.0387,1.03899
2025-01-30 16:00:00,1.04076,1.04146,1.04071,1.04102
2025-01-30 15:55:00,1.04057,1.04118,1.04016,1.04078
2025-01-30 15:50:00,1.04078,1.04097,1.04018,1.0406
2025-01-30 15:45:00,1.03889,1.04126,1.03874,1.04078
2025-01-30 15:40:00,1.03939,1.03992,1.03858,1.0389
2025-01-30 15:35:00,1.04316,1.04325,1.03921,1.03942
2025-01-30 15:30:00,1.04311,1.04328,1.04308,1.0432
2025-01-30 15:25:00,1.04294,1.04315,1.0429,1.0431
2025-01-30 15:20:00,1.043,1.0431,1.04289,1.043
2025-01-30 15:15:00,1.04278,1.04307,1.04273,1.04302
2025-01-30 15:10:00,1.04269,1.04282,1.04264,1.04276
2025-01-30 15:05:00,1.04279,1.04283,1.04263,1.04269
2025-01-30 15:00:00,1.04282,1.0429,1.04262,1.04279
2025-01-30 14:55:00,1.0427,1.04305,1.04269,1.04281
2025-01-30 14:50:00,1.04287,1.04298,1.04256,1.04273
2025-01-30 14:45:00,1.04279,1.04304,1.0427,1.04288
2025-01-30 14:40:00,1.0427,1.0429,1.04266,1.04283
2025-01-30 14:35:00,1.0428,1.04283,1.04262,1.04275
2025-01-30 14:30:00,1.04259,1.04279,1.04251,1.04272
2025-01-30 14:25:00,1.04249,1.04267,1.04246,1.0426
2025-01-30 14:20:00,1.04242,1.04257,1.04234,1.04249
2025-01-30 14:15:00,1.04256,1.04266,1.04231,1.04242
2025-01-30 14:10:00,1.04234,1.04263,1.0423,1.04255
2025-01-30 14:05:00,1.042,1.04265,1.04228,1.04234
2025-01-30 14:00:00,1.04252,1.04263,1.04237,1.04245
2025-01-30 13:55:00,1.04255,1.04258,1.04228,1.04251
2025-01-30 13:50:00,1.04247,1.0426,1.04237,1.04255
2025-01-30 13:45:00,1.04226,1.04258,1.04223,1.04247
2025-01-30 13:40:00,1.04236,1.0425,1.04224,1.04229
2025-01-30 13:35:00,1.04246,1.04253,1.04224,1.04235
2025-01-30 13:30:00,1.04227,1.04253,1.04215,1.04245
2025-01-30 13:25:00,1.04221,1.04246,1.04208,1.04227
2025-01-30 13:20:00,1.04211,1.04233,1.04207,1.04222
2025-01-30 13:15:00,1.04203,1.04216,1.04181,1.04211
2025-01-30 13:10:00,1.04201,1.04218,1.04195,1.04204
2025-01-30 13:05:00,1.04194,1.04209,1.04173,1.04193
2025-01-30 13:00:00,1.04171,1.042,1.04151,1.04192
2025-01-30 12:55:00,1.04195,1.04199,1.04151,1.04171
2025-01-30 12:50:00,1.04178,1.04204,1.0415,1.04197
2025-01-30 12:45:00,1.04158,1.0419,1.04145,1.04181
2025-01-30 12:40:00,1.04164,1.04174,1.04144,1.04157
2025-01-30 12:35:00,1.0415,1.04181,1.04147,1.0416
2025-01-30 12:30:00,1.04156,1.04183,1.04142,1.04157
2025-01-30 12:25:00,1.04181,1.04197,1.04132,1.0415
2025-01-30 12:20:00,1.04201,1.04237,1.04151,1.0418
2025-01-30 12:15:00,1.0413,1.04208,1.04091,1.04198
2025-01-30 12:10:00,1.04149,1.04155,1.04095,1.04126
2025-01-30 12:05:00,1.0419,1.04206,1.04141,1.0415
2025-01-30 12:00:00,1.04196,1.04216,1.04177,1.04196
2025-01-30 11:55:00,1.0419,1.04213,1.0417,1.04197
2025-01-30 11:50:00,1.04178,1.04212,1.04169,1.0419
2025-01-30 11:45:00,1.04218,1.04234,1.04166,1.04177
2025-01-30 11:40:00,1.04251,1.04268,1.04211,1.04224
2025-01-30 11:35:00,1.04255,1.04288,1.04235,1.04251
2025-01-30 11:30:00,1.04251,1.04264,1.04213,1.04258
2025-01-30 11:25:00,1.04244,1.04266,1.04223,1.04251
2025-01-30 11:20:00,1.04285,1.04291,1.04238,1.0425
2025-01-30 11:15:00,1.04306,1.04321,1.04255,1.04284
2025-01-30 11:10:00,1.0427,1.04317,1.04259,1.04299
2025-01-30 11:05:00,1.04284,1.04323,1.04261,1.04279
2025-01-30 11:00:00,1.04313,1.04351,1.04268,1.04283
2025-01-30 10:55:00,1.04326,1.04331,1.04279,1.04313
2025-01-30 10:50:00,1.04354,1.04392,1.04307,1.04327
2025-01-30 10:45:00,1.04354,1.04386,1.04276,1.04348
2025-01-30 10:40:00,1.04289,1.04429,1.04283,1.04357
2025-01-30 10:35:00,1.04329,1.04337,1.04267,1.04289
2025-01-30 10:30:00,1.04319,1.04371,1.04312,1.04328
2025-01-30 10:25:00,1.04351,1.04372,1.04311,1.04324
2025-01-30 10:20:00,1.04367,1.04379,1.04331,1.04352
2025-01-30 10:15:00,1.0433,1.04402,1.04327,1.04378
2025-01-30 10:10:00,1.04356,1.044,1.04301,1.04321
2025-01-30 10:05:00,1.043,1.04408,1.04329,1.04357
2025-01-30 10:00:00,1.04287,1.0437,1.04276,1.04351
2025-01-30 09:55:00,1.04275,1.04325,1.04263,1.0429
2025-01-30 09:50:00,1.04243,1.04297,1.04199,1.04284
2025-01-30 09:45:00,1.04268,1.04277,1.04189,1.04239
2025-01-30 09:40:00,1.04257,1.04319,1.04248,1.04269
2025-01-30 09:35:00,1.04241,1.0433,1.04226,1.04259
2025-01-30 09:30:00,1.04338,1.0437,1.04234,1.04239
2025-01-30 09:25:00,1.04366,1.04388,1.04301,1.04334
2025-01-30 09:20:00,1.04321,1.04403,1.04288,1.04375
2025-01-30 09:15:00,1.04383,1.04427,1.04313,1.0432
2025-01-30 09:10:00,1.04371,1.04394,1.04308,1.04384
2025-01-30 09:05:00,1.04468,1.04493,1.04344,1.04371
2025-01-30 09:00:00,1.04563,1.04684,1.04428,1.04469
2025-01-30 08:55:00,1.04256,1.04608,1.0425,1.04577
2025-01-30 08:50:00,1.0422,1.04353,1.04211,1.04268
2025-01-30 08:45:00,1.04149,1.04263,1.04144,1.04233
2025-01-30 08:40:00,1.04128,1.04203,1.04105,1.0415
2025-01-30 08:35:00,1.04098,1.0414,1.04051,1.04129
2025-01-30 08:30:00,1.04156,1.04188,1.04021,1.04095
2025-01-30 08:25:00,1.0413,1.04208,1.04112,1.04161
2025-01-30 08:20:00,1.04049,1.04149,1.04045,1.04131
2025-01-30 08:15:00,1.04056,1.04097,1.04024,1.04049
2025-01-30 08:10:00,1.04025,1.04091,1.04017,1.04059
2025-01-30 08:05:00,1.04046,1.0406,1.04022,1.04026
2025-01-30 08:00:00,1.04035,1.04058,1.04012,1.04041
2025-01-30 07:55:00,1.04053,1.04059,1.04016,1.04032
2025-01-30 07:50:00,1.0404,1.04063,1.04036,1.04053
2025-01-30 07:45:00,1.04001,1.04044,1.03992,1.04036
2025-01-30 07:40:00,1.03995,1.04004,1.03953,1.04001
2025-01-30 07:35:00,1.03991,1.04019,1.03984,1.03997
2025-01-30 07:30:00,1.04015,1.0402,1.03978,1.0399
2025-01-30 07:25:00,1.03987,1.04017,1.03979,1.04013
2025-01-30 07:20:00,1.03969,1.03992,1.03947,1.03986
2025-01-30 07:15:00,1.03943,1.03981,1.03931,1.03971
2025-01-30 07:10:00,1.03953,1.03964,1.03929,1.03944
2025-01-30 07:05:00,1.03926,1.03961,1.03919,1.03954
2025-01-30 07:00:00,1.0392,1.03948,1.03901,1.03927
2025-01-30 06:55:00,1.0397,1.03977,1.03911,1.0392
2025-01-30 06:50:00,1.03964,1.03973,1.03944,1.03967
2025-01-30 06:45:00,1.0398,1.04,1.03954,1.03967
2025-01-30 06:40:00,1.03981,1.04004,1.03961,1.03977
2025-01-30 06:35:00,1.0396,1.0399,1.03944,1.0398
2025-01-30 06:30:00,1.03944,1.03974,1.03941,1.03964
2025-01-30 06:25:00,1.03933,1.03948,1.03913,1.03939
2025-01-30 06:20:00,1.03966,1.03969,1.03917,1.03931
2025-01-30 06:15:00,1.03939,1.03982,1.03926,1.03967
2025-01-30 06:10:00,1.03936,1.03967,1.03928,1.03937
2025-01-30 06:05:00,1.03957,1.03972,1.03937,1.03941
2025-01-30 06:00:00,1.04007,1.04011,1.03946,1.03959
2025-01-30 05:55:00,1.04011,1.04026,1.03997,1.04008
2025-01-30 05:50:00,1.04042,1.04047,1.03957,1.0401
2025-01-30 05:45:00,1.04061,1.0407,1.04038,1.04043
2025-01-30 05:40:00,1.04093,1.04126,1.04059,1.04064
2025-01-30 05:35:00,1.0411,1.04115,1.0408,1.04094
2025-01-30 05:30:00,1.041,1.04112,1.04081,1.04106
2025-01-30 05:25:00,1.0411,1.04121,1.04079,1.041
